starting log for model: Q:\00- PROJECTS\Flu Forecasts\flu\flu\models\gru_3lay_drop_23-24.pth
Train loss: 2.721263869637885 Val loss: 0.00032419266062788665 Time: 1.1603813999972772
Train loss: 2.971110897853656 Val loss: 0.00010732162627391517 Time: 1.2064602000027662
Train loss: 2.433316056806309 Val loss: 0.0001108567084884271 Time: 1.2582860000111395
Train loss: 2.056089600845686 Val loss: 9.294369374401867e-05 Time: 1.2358266999945045
Train loss: 2.0560507036306266 Val loss: 0.0001303312456002459 Time: 1.2314857000019401
Train loss: 1.6040506554834462 Val loss: 8.45387767185457e-05 Time: 1.3913429999956861
Train loss: 1.6228068870276466 Val loss: 0.0001982950489036739 Time: 1.8614592000085395
Train loss: 1.7707645450767788 Val loss: 0.0001172496922663413 Time: 1.4151507999922615
Train loss: 1.2654121307639867 Val loss: 6.773910718038678e-05 Time: 1.1688476000126684
Train loss: 1.2441147997463502 Val loss: 8.377204358112067e-05 Time: 1.241592699996545
Train loss: 1.2609183693677757 Val loss: 0.0004053368465974927 Time: 1.2836129999923287
Train loss: 1.4053142257148323 Val loss: 0.0001596229849383235 Time: 1.2764392999961274
Train loss: 1.1509359471392644 Val loss: 0.00027008636971004307 Time: 1.2006267999968259
Train loss: 1.0395196340326605 Val loss: 0.00030015959055162966 Time: 1.2233625999942888
Train loss: 1.1335935135010171 Val loss: 0.0002707250532694161 Time: 1.2044689000031212
Train loss: 1.0395728246119937 Val loss: 0.00017393044254276901 Time: 1.3445802000060212
Train loss: 1.032031489433015 Val loss: 0.0001582938857609406 Time: 1.1779433999909088
Train loss: 1.0181438142461707 Val loss: 0.0003917854046449065 Time: 1.1838912999955937
Train loss: 1.131701494726529 Val loss: 0.00019294187950436026 Time: 1.2318120000127237
Train loss: 0.9285044384496155 Val loss: 0.0004040206840727478 Time: 1.2402919000014663
Train loss: 0.8177342371927594 Val loss: 0.0003298944211564958 Time: 1.1916007999971043
Train loss: 1.1461094820962556 Val loss: 0.0006610833224840462 Time: 1.1717976999934763
Train loss: 0.9026695380436354 Val loss: 0.0005321509088389575 Time: 1.1978232000110438
Train loss: 0.9385273326357719 Val loss: 0.00023540499387308955 Time: 1.2327425999974366
Train loss: 0.8498826416958027 Val loss: 0.0004751519882120192 Time: 1.2090221000107704
Train loss: 0.8378484452506176 Val loss: 0.0003327918238937855 Time: 1.2045532999909483
